action,time
issue,2012-05-22 09:16:15
subscribed,2012-05-22 09:16:15
issue,2012-05-22 15:46:17
subscribed,2012-05-22 15:46:17
comment,2012-05-22 18:54:13
comment,2012-05-22 19:45:56
subscribed,2012-05-24 11:14:28
issue,2012-05-24 11:14:28
subscribed,2012-06-03 10:39:54
issue,2012-06-03 10:39:54
comment,2012-06-04 06:46:35
comment,2012-06-15 10:32:10
issue,2012-06-19 15:51:17
subscribed,2012-06-19 15:51:17
subscribed,2012-06-19 17:33:16
comment,2012-06-19 17:33:16
comment,2012-06-19 19:55:06
comment,2012-06-20 09:14:16
issue,2012-06-26 06:14:56
subscribed,2012-06-26 06:14:56
comment,2012-07-10 16:16:43
subscribed,2012-07-10 21:32:03
issue,2012-07-10 21:32:03
subscribed,2012-07-18 13:52:32
issue,2012-07-18 13:52:32
comment,2012-07-18 15:17:29
